FIPS,County or equivalent,State or equivalent
17069,HARDIN COUNTY,ILLINOIS
17071,HENDERSON COUNTY,ILLINOIS
17073,HENRY COUNTY,ILLINOIS
17075,IROQUOIS COUNTY,ILLINOIS
17077,JACKSON COUNTY,ILLINOIS
17079,JASPER COUNTY,ILLINOIS
17081,JEFFERSON COUNTY,ILLINOIS
17083,JERSEY COUNTY,ILLINOIS
17085,JO DAVIESS COUNTY,ILLINOIS
17087,JOHNSON COUNTY,ILLINOIS
17089,KANE COUNTY,ILLINOIS
17091,KANKAKEE COUNTY,ILLINOIS
17093,KENDALL COUNTY,ILLINOIS
17095,KNOX COUNTY,ILLINOIS
17097,LAKE COUNTY,ILLINOIS
17099,LASALLE COUNTY,ILLINOIS
17101,LAWRENCE COUNTY,ILLINOIS
17103,LEE COUNTY,ILLINOIS
17105,LIVINGSTON COUNTY,ILLINOIS
17107,LOGAN COUNTY,ILLINOIS
17109,MCDONOUGH COUNTY,ILLINOIS
17111,MCHENRY COUNTY,ILLINOIS
17113,MCLEAN COUNTY,ILLINOIS
17115,MACON COUNTY,ILLINOIS
17117,MACOUPIN COUNTY,ILLINOIS
17119,MADISON COUNTY,ILLINOIS
17121,MARION COUNTY,ILLINOIS
17123,MARSHALL COUNTY,ILLINOIS
17125,MASON COUNTY,ILLINOIS
17127,MASSAC COUNTY,ILLINOIS
17129,MENARD COUNTY,ILLINOIS
17131,MERCER COUNTY,ILLINOIS
17133,MONROE COUNTY,ILLINOIS
17135,MONTGOMERY COUNTY,ILLINOIS
17137,MORGAN COUNTY,ILLINOIS
17139,MOULTRIE COUNTY,ILLINOIS
17141,OGLE COUNTY,ILLINOIS
17143,PEORIA COUNTY,ILLINOIS
17145,PERRY COUNTY,ILLINOIS
17147,PIATT COUNTY,ILLINOIS
17149,PIKE COUNTY,ILLINOIS
17151,POPE COUNTY,ILLINOIS
17153,PULASKI COUNTY,ILLINOIS
17155,PUTNAM COUNTY,ILLINOIS
17157,RANDOLPH COUNTY,ILLINOIS
17159,RICHLAND COUNTY,ILLINOIS
17161,ROCK ISLAND COUNTY,ILLINOIS
17163,SAINT CLAIR COUNTY,ILLINOIS
17165,SALINE COUNTY,ILLINOIS
17167,SANGAMON COUNTY,ILLINOIS
17169,SCHUYLER COUNTY,ILLINOIS
17171,SCOTT COUNTY,ILLINOIS
17173,SHELBY COUNTY,ILLINOIS
17175,STARK COUNTY,ILLINOIS
17177,STEPHENSON COUNTY,ILLINOIS
17179,TAZEWELL COUNTY,ILLINOIS
17181,UNION COUNTY,ILLINOIS
17183,VERMILION COUNTY,ILLINOIS
17185,WABASH COUNTY,ILLINOIS
17187,WARREN COUNTY,ILLINOIS
17189,WASHINGTON COUNTY,ILLINOIS
17191,WAYNE COUNTY,ILLINOIS
17193,WHITE COUNTY,ILLINOIS
17195,WHITESIDE COUNTY,ILLINOIS
17197,WILL COUNTY,ILLINOIS
17199,WILLIAMSON COUNTY,ILLINOIS
17201,WINNEBAGO COUNTY,ILLINOIS
17203,WOODFORD COUNTY,ILLINOIS
18001,ADAMS COUNTY,INDIANA
18003,ALLEN COUNTY,INDIANA
18005,BARTHOLOMEW COUNTY,INDIANA
18007,BENTON COUNTY,INDIANA
18009,BLACKFORD COUNTY,INDIANA
18011,BOONE COUNTY,INDIANA
18013,BROWN COUNTY,INDIANA
18015,CARROLL COUNTY,INDIANA
18017,CASS COUNTY,INDIANA
18019,CLARK COUNTY,INDIANA
18021,CLAY COUNTY,INDIANA
18023,CLINTON COUNTY,INDIANA
18025,CRAWFORD COUNTY,INDIANA
18027,DAVIESS COUNTY,INDIANA
18029,DEARBORN COUNTY,INDIANA
18031,DECATUR COUNTY,INDIANA
18033,DEKALB COUNTY,INDIANA
18035,DELAWARE COUNTY,INDIANA
18037,DUBOIS COUNTY,INDIANA
18039,ELKHART COUNTY,INDIANA
18041,FAYETTE COUNTY,INDIANA
18043,FLOYD COUNTY,INDIANA
18045,FOUNTAIN COUNTY,INDIANA
18047,FRANKLIN COUNTY,INDIANA
18049,FULTON COUNTY,INDIANA
18051,GIBSON COUNTY,INDIANA
18053,GRANT COUNTY,INDIANA
18055,GREENE COUNTY,INDIANA
18057,HAMILTON COUNTY,INDIANA
18059,HANCOCK COUNTY,INDIANA
18061,HARRISON COUNTY,INDIANA
18063,HENDRICKS COUNTY,INDIANA
18065,HENRY COUNTY,INDIANA
18067,HOWARD COUNTY,INDIANA
18069,HUNTINGTON COUNTY,INDIANA
18071,JACKSON COUNTY,INDIANA
18073,JASPER COUNTY,INDIANA
18075,JAY COUNTY,INDIANA
18077,JEFFERSON COUNTY,INDIANA
18079,JENNINGS COUNTY,INDIANA
18081,JOHNSON COUNTY,INDIANA
18083,KNOX COUNTY,INDIANA
18085,KOSCIUSKO COUNTY,INDIANA
18087,LAGRANGE COUNTY,INDIANA
18089,LAKE COUNTY,INDIANA
18091,LAPORTE COUNTY,INDIANA
18093,LAWRENCE COUNTY,INDIANA
18095,MADISON COUNTY,INDIANA
18097,MARION COUNTY,INDIANA
18099,MARSHALL COUNTY,INDIANA
18101,MARTIN COUNTY,INDIANA
18103,MIAMI COUNTY,INDIANA
18105,MONROE COUNTY,INDIANA
18107,MONTGOMERY COUNTY,INDIANA
18109,MORGAN COUNTY,INDIANA
18111,NEWTON COUNTY,INDIANA
18113,NOBLE COUNTY,INDIANA
18115,OHIO COUNTY,INDIANA
18117,ORANGE COUNTY,INDIANA
18119,OWEN COUNTY,INDIANA
18121,PARKE COUNTY,INDIANA
18123,PERRY COUNTY,INDIANA
18125,PIKE COUNTY,INDIANA
18127,PORTER COUNTY,INDIANA
18129,POSEY COUNTY,INDIANA
18131,PULASKI COUNTY,INDIANA
18133,PUTNAM COUNTY,INDIANA
18135,RANDOLPH COUNTY,INDIANA
18137,RIPLEY COUNTY,INDIANA
18139,RUSH COUNTY,INDIANA
18141,SAINT JOSEPH COUNTY,INDIANA
18143,SCOTT COUNTY,INDIANA
18145,SHELBY COUNTY,INDIANA
18147,SPENCER COUNTY,INDIANA
18149,STARKE COUNTY,INDIANA
18151,STEUBEN COUNTY,INDIANA
18153,SULLIVAN COUNTY,INDIANA
18155,SWITZERLAND COUNTY,INDIANA
18157,TIPPECANOE COUNTY,INDIANA
18159,TIPTON COUNTY,INDIANA
18161,UNION COUNTY,INDIANA
18163,VANDERBURGH COUNTY,INDIANA
18165,VERMILLION COUNTY,INDIANA
18167,VIGO COUNTY,INDIANA
18169,WABASH COUNTY,INDIANA
18171,WARREN COUNTY,INDIANA
18173,WARRICK COUNTY,INDIANA
18175,WASHINGTON COUNTY,INDIANA
18177,WAYNE COUNTY,INDIANA
18179,WELLS COUNTY,INDIANA
18181,WHITE COUNTY,INDIANA
18183,WHITLEY COUNTY,INDIANA
19001,ADAIR COUNTY,IOWA
19003,ADAMS COUNTY,IOWA
19005,ALLAMAKEE COUNTY,IOWA
19007,APPANOOSE COUNTY,IOWA
19009,AUDUBON COUNTY,IOWA
19011,BENTON COUNTY,IOWA
19013,BLACK HAWK COUNTY,IOWA
19015,BOONE COUNTY,IOWA
19017,BREMER COUNTY,IOWA
19019,BUCHANAN COUNTY,IOWA
19021,BUENA VISTA COUNTY,IOWA
19023,BUTLER COUNTY,IOWA
19025,CALHOUN COUNTY,IOWA
19027,CARROLL COUNTY,IOWA
19029,CASS COUNTY,IOWA
19031,CEDAR COUNTY,IOWA
19033,CERRO GORDO COUNTY,IOWA
19035,CHEROKEE COUNTY,IOWA
19037,CHICKASAW COUNTY,IOWA
19039,CLARKE COUNTY,IOWA
19041,CLAY COUNTY,IOWA
19043,CLAYTON COUNTY,IOWA
19045,CLINTON COUNTY,IOWA
19047,CRAWFORD COUNTY,IOWA
19049,DALLAS COUNTY,IOWA
19051,DAVIS COUNTY,IOWA
19053,DECATUR COUNTY,IOWA
19055,DELAWARE COUNTY,IOWA
19057,DES MOINES COUNTY,IOWA
19059,DICKINSON COUNTY,IOWA
19061,DUBUQUE COUNTY,IOWA
19063,EMMET COUNTY,IOWA
19065,FAYETTE COUNTY,IOWA
19067,FLOYD COUNTY,IOWA
19069,FRANKLIN COUNTY,IOWA
19071,FREMONT COUNTY,IOWA
19073,GREENE COUNTY,IOWA
19075,GRUNDY COUNTY,IOWA
19077,GUTHRIE COUNTY,IOWA
19079,HAMILTON COUNTY,IOWA
19081,HANCOCK COUNTY,IOWA
19083,HARDIN COUNTY,IOWA
19085,HARRISON COUNTY,IOWA
19087,HENRY COUNTY,IOWA
19089,HOWARD COUNTY,IOWA
19091,HUMBOLDT COUNTY,IOWA
19093,IDA COUNTY,IOWA
19095,IOWA COUNTY,IOWA
19097,JACKSON COUNTY,IOWA
19099,JASPER COUNTY,IOWA
19101,JEFFERSON COUNTY,IOWA
19103,JOHNSON COUNTY,IOWA
19105,JONES COUNTY,IOWA
19107,KEOKUK COUNTY,IOWA
19109,KOSSUTH COUNTY,IOWA
19111,LEE COUNTY,IOWA
19113,LINN COUNTY,IOWA
19115,LOUISA COUNTY,IOWA
19117,LUCAS COUNTY,IOWA
19119,LYON COUNTY,IOWA
19121,MADISON COUNTY,IOWA
19123,MAHASKA COUNTY,IOWA
19125,MARION COUNTY,IOWA
19127,MARSHALL COUNTY,IOWA
19129,MILLS COUNTY,IOWA
19131,MITCHELL COUNTY,IOWA
19133,MONONA COUNTY,IOWA
19135,MONROE COUNTY,IOWA
19137,MONTGOMERY COUNTY,IOWA
19139,MUSCATINE COUNTY,IOWA
19141,O'BRIEN COUNTY,IOWA
19143,OSCEOLA COUNTY,IOWA
19145,PAGE COUNTY,IOWA
19147,PALO ALTO COUNTY,IOWA
19149,PLYMOUTH COUNTY,IOWA
19151,POCAHONTAS COUNTY,IOWA
19153,POLK COUNTY,IOWA
19155,POTTAWATTAMIE COUNTY,IOWA
19157,POWESHIEK COUNTY,IOWA
19159,RINGGOLD COUNTY,IOWA
19161,SAC COUNTY,IOWA
19163,SCOTT COUNTY,IOWA
19165,SHELBY COUNTY,IOWA
19167,SIOUX COUNTY,IOWA
19169,STORY COUNTY,IOWA
19171,TAMA COUNTY,IOWA
19173,TAYLOR COUNTY,IOWA
19175,UNION COUNTY,IOWA
19177,VAN BUREN COUNTY,IOWA
19179,WAPELLO COUNTY,IOWA
19181,WARREN COUNTY,IOWA
19183,WASHINGTON COUNTY,IOWA
19185,WAYNE COUNTY,IOWA
19187,WEBSTER COUNTY,IOWA
19189,WINNEBAGO COUNTY,IOWA
19191,WINNESHIEK COUNTY,IOWA
19193,WOODBURY COUNTY,IOWA
19195,WORTH COUNTY,IOWA
19197,WRIGHT COUNTY,IOWA
20001,ALLEN COUNTY,KANSAS
20003,ANDERSON COUNTY,KANSAS
20005,ATCHISON COUNTY,KANSAS
20007,BARBER COUNTY,KANSAS
20009,BARTON COUNTY,KANSAS
20011,BOURBON COUNTY,KANSAS
20013,BROWN COUNTY,KANSAS
20015,BUTLER COUNTY,KANSAS
20017,CHASE COUNTY,KANSAS
20019,CHAUTAUQUA COUNTY,KANSAS
20021,CHEROKEE COUNTY,KANSAS
20023,CHEYENNE COUNTY,KANSAS
20025,CLARK COUNTY,KANSAS
20027,CLAY COUNTY,KANSAS
20029,CLOUD COUNTY,KANSAS
20031,COFFEY COUNTY,KANSAS
20033,COMANCHE COUNTY,KANSAS
20035,COWLEY COUNTY,KANSAS
20037,CRAWFORD COUNTY,KANSAS
20039,DECATUR COUNTY,KANSAS
20041,DICKINSON COUNTY,KANSAS
20043,DONIPHAN COUNTY,KANSAS
20045,DOUGLAS COUNTY,KANSAS
20047,EDWARDS COUNTY,KANSAS
20049,ELK COUNTY,KANSAS
20051,ELLIS COUNTY,KANSAS
20053,ELLSWORTH COUNTY,KANSAS
20055,FINNEY COUNTY,KANSAS
20057,FORD COUNTY,KANSAS
20059,FRANKLIN COUNTY,KANSAS
20061,GEARY COUNTY,KANSAS
20063,GOVE COUNTY,KANSAS
20065,GRAHAM COUNTY,KANSAS
20067,GRANT COUNTY,KANSAS
20069,GRAY COUNTY,KANSAS
20071,GREELEY COUNTY,KANSAS
20073,GREENWOOD COUNTY,KANSAS
20075,HAMILTON COUNTY,KANSAS
20077,HARPER COUNTY,KANSAS
20079,HARVEY COUNTY,KANSAS
20081,HASKELL COUNTY,KANSAS
20083,HODGEMAN COUNTY,KANSAS
20085,JACKSON COUNTY,KANSAS
20087,JEFFERSON COUNTY,KANSAS
20089,JEWELL COUNTY,KANSAS
20091,JOHNSON COUNTY,KANSAS
20093,KEARNY COUNTY,KANSAS
20095,KINGMAN COUNTY,KANSAS
20097,KIOWA COUNTY,KANSAS
20099,LABETTE COUNTY,KANSAS
20101,LANE COUNTY,KANSAS
20103,LEAVENWORTH COUNTY,KANSAS
20105,LINCOLN COUNTY,KANSAS
20107,LINN COUNTY,KANSAS
20109,LOGAN COUNTY,KANSAS
20111,LYON COUNTY,KANSAS
20113,MCPHERSON COUNTY,KANSAS
20115,MARION COUNTY,KANSAS
20117,MARSHALL COUNTY,KANSAS
20119,MEADE COUNTY,KANSAS
20121,MIAMI COUNTY,KANSAS
20123,MITCHELL COUNTY,KANSAS
20125,MONTGOMERY COUNTY,KANSAS
20127,MORRIS COUNTY,KANSAS
20129,MORTON COUNTY,KANSAS
20131,NEMAHA COUNTY,KANSAS
20133,NEOSHO COUNTY,KANSAS
20135,NESS COUNTY,KANSAS
20137,NORTON COUNTY,KANSAS
20139,OSAGE COUNTY,KANSAS
20141,OSBORNE COUNTY,KANSAS
20143,OTTAWA COUNTY,KANSAS
20145,PAWNEE COUNTY,KANSAS
20147,PHILLIPS COUNTY,KANSAS
20149,POTTAWATOMIE COUNTY,KANSAS
20151,PRATT COUNTY,KANSAS
20153,RAWLINS COUNTY,KANSAS
20155,RENO COUNTY,KANSAS
20157,REPUBLIC COUNTY,KANSAS
20159,RICE COUNTY,KANSAS
20161,RILEY COUNTY,KANSAS
20163,ROOKS COUNTY,KANSAS
20165,RUSH COUNTY,KANSAS
20167,RUSSELL COUNTY,KANSAS
20169,SALINE COUNTY,KANSAS
20171,SCOTT COUNTY,KANSAS
20173,SEDGWICK COUNTY,KANSAS
20175,SEWARD COUNTY,KANSAS
20177,SHAWNEE COUNTY,KANSAS
20179,SHERIDAN COUNTY,KANSAS
20181,SHERMAN COUNTY,KANSAS
20183,SMITH COUNTY,KANSAS
20185,STAFFORD COUNTY,KANSAS
20187,STANTON COUNTY,KANSAS
20189,STEVENS COUNTY,KANSAS
20191,SUMNER COUNTY,KANSAS
20193,THOMAS COUNTY,KANSAS
20195,TREGO COUNTY,KANSAS
20197,WABAUNSEE COUNTY,KANSAS
20199,WALLACE COUNTY,KANSAS
20201,WASHINGTON COUNTY,KANSAS
20203,WICHITA COUNTY,KANSAS
20205,WILSON COUNTY,KANSAS
20207,WOODSON COUNTY,KANSAS
20209,WYANDOTTE COUNTY,KANSAS
21001,ADAIR COUNTY,KENTUCKY
21003,ALLEN COUNTY,KENTUCKY
21005,ANDERSON COUNTY,KENTUCKY
21007,BALLARD COUNTY,KENTUCKY
21009,BARREN COUNTY,KENTUCKY
21011,BATH COUNTY,KENTUCKY
21013,BELL COUNTY,KENTUCKY
21015,BOONE COUNTY,KENTUCKY
21017,BOURBON COUNTY,KENTUCKY
21019,BOYD COUNTY,KENTUCKY
21021,BOYLE COUNTY,KENTUCKY
21023,BRACKEN COUNTY,KENTUCKY
21025,BREATHITT COUNTY,KENTUCKY
21027,BRECKINRIDGE COUNTY,KENTUCKY
21029,BULLITT COUNTY,KENTUCKY
21031,BUTLER COUNTY,KENTUCKY
21033,CALDWELL COUNTY,KENTUCKY
21035,CALLOWAY COUNTY,KENTUCKY
21037,CAMPBELL COUNTY,KENTUCKY
21039,CARLISLE COUNTY,KENTUCKY
21041,CARROLL COUNTY,KENTUCKY
21043,CARTER COUNTY,KENTUCKY
21045,CASEY COUNTY,KENTUCKY
21047,CHRISTIAN COUNTY,KENTUCKY
21049,CLARK COUNTY,KENTUCKY
21051,CLAY COUNTY,KENTUCKY
21053,CLINTON COUNTY,KENTUCKY
21055,CRITTENDEN COUNTY,KENTUCKY
21057,CUMBERLAND COUNTY,KENTUCKY
21059,DAVIESS COUNTY,KENTUCKY
21061,EDMONSON COUNTY,KENTUCKY
21063,ELLIOTT COUNTY,KENTUCKY
21065,ESTILL COUNTY,KENTUCKY
21067,FAYETTE COUNTY,KENTUCKY
21069,FLEMING COUNTY,KENTUCKY
21071,FLOYD COUNTY,KENTUCKY
21073,FRANKLIN COUNTY,KENTUCKY
21075,FULTON COUNTY,KENTUCKY
21077,GALLATIN COUNTY,KENTUCKY
21079,GARRARD COUNTY,KENTUCKY
21081,GRANT COUNTY,KENTUCKY
21083,GRAVES COUNTY,KENTUCKY
21085,GRAYSON COUNTY,KENTUCKY
21087,GREEN COUNTY,KENTUCKY
21089,GREENUP COUNTY,KENTUCKY
21091,HANCOCK COUNTY,KENTUCKY
21093,HARDIN COUNTY,KENTUCKY
21095,HARLAN COUNTY,KENTUCKY
21097,HARRISON COUNTY,KENTUCKY
21099,HART COUNTY,KENTUCKY
21101,HENDERSON COUNTY,KENTUCKY
21103,HENRY COUNTY,KENTUCKY
21105,HICKMAN COUNTY,KENTUCKY
21107,HOPKINS COUNTY,KENTUCKY
21109,JACKSON COUNTY,KENTUCKY
21111,JEFFERSON COUNTY,KENTUCKY
21113,JESSAMINE COUNTY,KENTUCKY
21115,JOHNSON COUNTY,KENTUCKY
21117,KENTON COUNTY,KENTUCKY
21119,KNOTT COUNTY,KENTUCKY
21121,KNOX COUNTY,KENTUCKY
21123,LARUE COUNTY,KENTUCKY
21125,LAUREL COUNTY,KENTUCKY
21127,LAWRENCE COUNTY,KENTUCKY
21129,LEE COUNTY,KENTUCKY
21131,LESLIE COUNTY,KENTUCKY
21133,LETCHER COUNTY,KENTUCKY
21135,LEWIS COUNTY,KENTUCKY
21137,LINCOLN COUNTY,KENTUCKY
21139,LIVINGSTON COUNTY,KENTUCKY
21141,LOGAN COUNTY,KENTUCKY
21143,LYON COUNTY,KENTUCKY
21145,MCCRACKEN COUNTY,KENTUCKY
21147,MCCREARY COUNTY,KENTUCKY
21149,MCLEAN COUNTY,KENTUCKY
21151,MADISON COUNTY,KENTUCKY
21153,MAGOFFIN COUNTY,KENTUCKY
21155,MARION COUNTY,KENTUCKY
21157,MARSHALL COUNTY,KENTUCKY
21159,MARTIN COUNTY,KENTUCKY
21161,MASON COUNTY,KENTUCKY
21163,MEADE COUNTY,KENTUCKY
21165,MENIFEE COUNTY,KENTUCKY
21167,MERCER COUNTY,KENTUCKY
21169,METCALFE COUNTY,KENTUCKY
21171,MONROE COUNTY,KENTUCKY
21173,MONTGOMERY COUNTY,KENTUCKY
21175,MORGAN COUNTY,KENTUCKY
21177,MUHLENBERG COUNTY,KENTUCKY
21179,NELSON COUNTY,KENTUCKY
21181,NICHOLAS COUNTY,KENTUCKY
21183,OHIO COUNTY,KENTUCKY
21185,OLDHAM COUNTY,KENTUCKY
21187,OWEN COUNTY,KENTUCKY
21189,OWSLEY COUNTY,KENTUCKY
21191,PENDLETON COUNTY,KENTUCKY
21193,PERRY COUNTY,KENTUCKY
21195,PIKE COUNTY,KENTUCKY
21197,POWELL COUNTY,KENTUCKY
21199,PULASKI COUNTY,KENTUCKY
21201,ROBERTSON COUNTY,KENTUCKY
21203,ROCKCASTLE COUNTY,KENTUCKY
21205,ROWAN COUNTY,KENTUCKY
21207,RUSSELL COUNTY,KENTUCKY
21209,SCOTT COUNTY,KENTUCKY
21211,SHELBY COUNTY,KENTUCKY
21213,SIMPSON COUNTY,KENTUCKY
21215,SPENCER COUNTY,KENTUCKY
21217,TAYLOR COUNTY,KENTUCKY
21219,TODD COUNTY,KENTUCKY
21221,TRIGG COUNTY,KENTUCKY
21223,TRIMBLE COUNTY,KENTUCKY
21225,UNION COUNTY,KENTUCKY
21227,WARREN COUNTY,KENTUCKY
21229,WASHINGTON COUNTY,KENTUCKY
21231,WAYNE COUNTY,KENTUCKY
21233,WEBSTER COUNTY,KENTUCKY
21235,WHITLEY COUNTY,KENTUCKY
21237,WOLFE COUNTY,KENTUCKY
21239,WOODFORD COUNTY,KENTUCKY
22001,ACADIA PARISH,LOUISIANA
22003,ALLEN PARISH,LOUISIANA
22005,ASCENSION PARISH,LOUISIANA
22007,ASSUMPTION PARISH,LOUISIANA
22009,AVOYELLES PARISH,LOUISIANA
22011,BEAUREGARD PARISH,LOUISIANA
22013,BIENVILLE PARISH,LOUISIANA
22015,BOSSIER PARISH,LOUISIANA
22017,CADDO PARISH,LOUISIANA
22019,CALCASIEU PARISH,LOUISIANA
22021,CALDWELL PARISH,LOUISIANA
22023,CAMERON PARISH,LOUISIANA
22025,CATAHOULA PARISH,LOUISIANA
22027,CLAIBORNE PARISH,LOUISIANA
22029,CONCORDIA PARISH,LOUISIANA
22031,DE SOTO PARISH,LOUISIANA
22033,EAST BATON ROUGE PARISH,LOUISIANA
22035,EAST CARROLL PARISH,LOUISIANA
22037,EAST FELICIANA PARISH,LOUISIANA
22039,EVANGELINE PARISH,LOUISIANA
22041,FRANKLIN PARISH,LOUISIANA
22043,GRANT PARISH,LOUISIANA
22045,IBERIA PARISH,LOUISIANA
22047,IBERVILLE PARISH,LOUISIANA
22049,JACKSON PARISH,LOUISIANA
22051,JEFFERSON PARISH,LOUISIANA
22053,JEFFERSON DAVIS PARISH,LOUISIANA
22055,LAFAYETTE PARISH,LOUISIANA
22057,LAFOURCHE PARISH,LOUISIANA
22059,LASALLE PARISH,LOUISIANA
22061,LINCOLN PARISH,LOUISIANA
22063,LIVINGSTON PARISH,LOUISIANA
22065,MADISON PARISH,LOUISIANA
22067,MOREHOUSE PARISH,LOUISIANA
22069,NATCHITOCHES PARISH,LOUISIANA
22071,ORLEANS PARISH,LOUISIANA
22073,OUACHITA PARISH,LOUISIANA
22075,PLAQUEMINES PARISH,LOUISIANA
22077,POINTE COUPEE PARISH,LOUISIANA
22079,RAPIDES PARISH,LOUISIANA
22081,RED RIVER PARISH,LOUISIANA
22083,RICHLAND PARISH,LOUISIANA
22085,SABINE PARISH,LOUISIANA
22087,SAINT BERNARD PARISH,LOUISIANA
22089,SAINT CHARLES PARISH,LOUISIANA
22091,SAINT HELENA PARISH,LOUISIANA
22093,SAINT JAMES PARISH,LOUISIANA
22095,SAINT JOHN THE BAPTIST PARISH,LOUISIANA
22097,SAINT LANDRY PARISH,LOUISIANA
22099,SAINT MARTIN PARISH,LOUISIANA
22101,SAINT MARY PARISH,LOUISIANA
22103,SAINT TAMMANY PARISH,LOUISIANA
22105,TANGIPAHOA PARISH,LOUISIANA
22107,TENSAS PARISH,LOUISIANA
22109,TERREBONNE PARISH,LOUISIANA
22111,UNION PARISH,LOUISIANA
22113,VERMILION PARISH,LOUISIANA
22115,VERNON PARISH,LOUISIANA
22117,WASHINGTON PARISH,LOUISIANA
22119,WEBSTER PARISH,LOUISIANA
22121,WEST BATON ROUGE PARISH,LOUISIANA
22123,WEST CARROLL PARISH,LOUISIANA
22125,WEST FELICIANA PARISH,LOUISIANA
22127,WINN PARISH,LOUISIANA
23001,ANDROSCOGGIN COUNTY,MAINE
23003,AROOSTOOK COUNTY,MAINE
23005,CUMBERLAND COUNTY,MAINE
23007,FRANKLIN COUNTY,MAINE
23009,HANCOCK COUNTY,MAINE
23011,KENNEBEC COUNTY,MAINE
23013,KNOX COUNTY,MAINE
23015,LINCOLN COUNTY,MAINE
23017,OXFORD COUNTY,MAINE
23019,PENOBSCOT COUNTY,MAINE
23021,PISCATAQUIS COUNTY,MAINE
23023,SAGADAHOC COUNTY,MAINE
23025,SOMERSET COUNTY,MAINE
23027,WALDO COUNTY,MAINE
23029,WASHINGTON COUNTY,MAINE
23031,YORK COUNTY,MAINE
24001,ALLEGANY COUNTY,MARYLAND
24003,ANNE ARUNDEL COUNTY,MARYLAND
24005,BALTIMORE COUNTY,MARYLAND
24009,CALVERT COUNTY,MARYLAND
24011,CAROLINE COUNTY,MARYLAND
24013,CARROLL COUNTY,MARYLAND
24015,CECIL COUNTY,MARYLAND
24017,CHARLES COUNTY,MARYLAND
24019,DORCHESTER COUNTY,MARYLAND
24021,FREDERICK COUNTY,MARYLAND
24023,GARRETT COUNTY,MARYLAND
24025,HARFORD COUNTY,MARYLAND
24027,HOWARD COUNTY,MARYLAND
24029,KENT COUNTY,MARYLAND
24031,MONTGOMERY COUNTY,MARYLAND
24033,PRINCE GEORGE'S COUNTY,MARYLAND
24035,QUEEN ANNE'S COUNTY,MARYLAND
24037,SAINT MARY'S COUNTY,MARYLAND
24039,SOMERSET COUNTY,MARYLAND
24041,TALBOT COUNTY,MARYLAND
24043,WASHINGTON COUNTY,MARYLAND
24045,WICOMICO COUNTY,MARYLAND
24047,WORCESTER COUNTY,MARYLAND
24510,BALTIMORE CITY,MARYLAND
25001,BARNSTABLE COUNTY,MASSACHUSETTS
25003,BERKSHIRE COUNTY,MASSACHUSETTS
25005,BRISTOL COUNTY,MASSACHUSETTS
25007,DUKES COUNTY,MASSACHUSETTS
25009,ESSEX COUNTY,MASSACHUSETTS
25011,FRANKLIN COUNTY,MASSACHUSETTS
25013,HAMPDEN COUNTY,MASSACHUSETTS
25015,HAMPSHIRE COUNTY,MASSACHUSETTS
25017,MIDDLESEX COUNTY,MASSACHUSETTS
25019,NANTUCKET,MASSACHUSETTS
25021,NORFOLK COUNTY,MASSACHUSETTS
25023,PLYMOUTH COUNTY,MASSACHUSETTS
25025,SUFFOLK COUNTY,MASSACHUSETTS
25027,WORCESTER COUNTY,MASSACHUSETTS
26001,ALCONA COUNTY,MICHIGAN
26003,ALGER COUNTY,MICHIGAN
26005,ALLEGAN COUNTY,MICHIGAN
26007,ALPENA COUNTY,MICHIGAN
26009,ANTRIM COUNTY,MICHIGAN
26011,ARENAC COUNTY,MICHIGAN
26013,BARAGA COUNTY,MICHIGAN
26015,BARRY COUNTY,MICHIGAN
26017,BAY COUNTY,MICHIGAN
26019,BENZIE COUNTY,MICHIGAN
26021,BERRIEN COUNTY,MICHIGAN
26023,BRANCH COUNTY,MICHIGAN
26025,CALHOUN COUNTY,MICHIGAN
26027,CASS COUNTY,MICHIGAN
26029,CHARLEVOIX COUNTY,MICHIGAN
26031,CHEBOYGAN COUNTY,MICHIGAN
26033,CHIPPEWA COUNTY,MICHIGAN
26035,CLARE COUNTY,MICHIGAN
26037,CLINTON COUNTY,MICHIGAN
26039,CRAWFORD COUNTY,MICHIGAN
26041,DELTA COUNTY,MICHIGAN
26043,DICKINSON COUNTY,MICHIGAN
26045,EATON COUNTY,MICHIGAN
26047,EMMET COUNTY,MICHIGAN
26049,GENESEE COUNTY,MICHIGAN
26051,GLADWIN COUNTY,MICHIGAN
26053,GOGEBIC COUNTY,MICHIGAN
26055,GRAND TRAVERSE COUNTY,MICHIGAN
26057,GRATIOT COUNTY,MICHIGAN
26059,HILLSDALE COUNTY,MICHIGAN
26061,HOUGHTON COUNTY,MICHIGAN
26063,HURON COUNTY,MICHIGAN
26065,INGHAM COUNTY,MICHIGAN
26067,IONIA COUNTY,MICHIGAN
26069,IOSCO COUNTY,MICHIGAN
26071,IRON COUNTY,MICHIGAN
26073,ISABELLA COUNTY,MICHIGAN
26075,JACKSON COUNTY,MICHIGAN
26077,KALAMAZOO COUNTY,MICHIGAN
26079,KALKASKA COUNTY,MICHIGAN
26081,KENT COUNTY,MICHIGAN
26083,KEWEENAW COUNTY,MICHIGAN
26085,LAKE COUNTY,MICHIGAN
26087,LAPEER COUNTY,MICHIGAN
26089,LEELANAU COUNTY,MICHIGAN
26091,LENAWEE COUNTY,MICHIGAN
26093,LIVINGSTON COUNTY,MICHIGAN
26095,LUCE COUNTY,MICHIGAN
26097,MACKINAC COUNTY,MICHIGAN
